"subject" "activity" "tBodyAccmeanX" "tBodyAccmeanY" "tBodyAccmeanZ" "tBodyAccstdX" "tBodyAccstdY" "tBodyAccstdZ" "tGravityAccmeanX" "tGravityAccmeanY" "tGravityAccmeanZ" "tGravityAccstdX" "tGravityAccstdY" "tGravityAccstdZ" "tBodyAccJerkmeanX" "tBodyAccJerkmeanY" "tBodyAccJerkmeanZ" "tBodyAccJerkstdX" "tBodyAccJerkstdY" "tBodyAccJerkstdZ" "tBodyGyromeanX" "tBodyGyromeanY" "tBodyGyromeanZ" "tBodyGyrostdX" "tBodyGyrostdY" "tBodyGyrostdZ" "tBodyGyroJerkmeanX" "tBodyGyroJerkmeanY" "tBodyGyroJerkmeanZ" "tBodyGyroJerkstdX" "tBodyGyroJerkstdY" "tBodyGyroJerkstdZ" "tBodyAccMagmean" "tBodyAccMagstd" "tGravityAccMagmean" "tGravityAccMagstd" "tBodyAccJerkMagmean" "tBodyAccJerkMagstd" "tBodyGyroMagmean" "tBodyGyroMagstd" "tBodyGyroJerkMagmean" "tBodyGyroJerkMagstd" "fBodyAccmeanX" "fBodyAccmeanY" "fBodyAccmeanZ" "fBodyAccstdX" "fBodyAccstdY" "fBodyAccstdZ" "fBodyAccJerkmeanX" "fBodyAccJerkmeanY" "fBodyAccJerkmeanZ" "fBodyAccJerkstdX" "fBodyAccJerkstdY" "fBodyAccJerkstdZ" "fBodyGyromeanX" "fBodyGyromeanY" "fBodyGyromeanZ" "fBodyGyrostdX" "fBodyGyrostdY" "fBodyGyrostdZ" "fBodyAccMagmean" "fBodyAccMagstd" "fBodyBodyAccJerkMagmean" "fBodyBodyAccJerkMagstd" "fBodyBodyGyroMagmean" "fBodyBodyGyroMagstd" "fBodyBodyGyroJerkMagmean" "fBodyBodyGyroJerkMagstd"
2 "WALKING_DOWNSTAIRS" -0.0226614158361702 0.119453408178723 -0.127219660723404 -0.886103894255319 -0.0271484814489362 0.242387200234043 0.0962091607617021 -0.656291816085106 0.738775554468085 -0.850220066170213 -0.538153130851064 -0.4759058409 -0.380175306489362 -0.343698985425532 -0.314083602538298 -0.390955577680851 -0.684271582531915 -0.380175306489362 0.221909980914894 -0.177685386063489 0.249360961795745 -0.111592149367021 0.123361148080851 0.106817567819149 0.261692435574468 -0.340674551574468 0.439263004255319 -0.284251839085106 0.327368329489362 -0.369490685085106 0.134128043895745 -0.0394896149617021 -0.303925520212766 -0.33817757808766 0.0523443765344723 0.284113106958511 0.0455148915659574 0.230421193882979 0.0142176416668085 0.161767013659574 -0.0442998366319149 0.125647711948936 0.0964390611574468 0.168943468525532 0.275897560319149 0.141827388812766 -0.104119033501702 -0.148315250325532 -0.235336518480851 -0.25931174493617 -0.702922832765957 -0.814679872765957 -0.340952940106383 -0.769482255531915 0.302309311617021 -0.130647488980851 -0.34957233712766 0.787644927446808 -0.718599862340425 -0.735876742531915 -0.763857150425532 -0.71758226687234 -0.879436254042553 -0.86068808212766 -0.825299470425532 -0.818154795106383
2 "WALKING_UPSTAIRS" -0.0214121132045833 0.133298780666667 -0.15710129531625 -0.958079713958333 -0.378884441041667 -0.173454664739583 -0.1878421317125 -0.735091403958333 0.569105574791667 -0.877164284166667 -0.85038383875 -0.679286779583333 -0.60079849625 -0.621820202916667 -0.583401111875 -0.670718200833333 -0.732362550416667 -0.60079849625 0.221575719835417 -0.273792543833333 0.300599486708333 -0.153766258147917 0.150632529364583 0.0156004196927083 0.422930414 -0.458831097541667 0.509350159583333 -0.651473055625 0.680036803958333 -0.7079166 -0.00389094628333333 -0.161566608791667 -0.1729700878875 -0.370203249183333 -0.0240408099083333 0.20790136865625 0.0786132273125 0.1841551464375 -0.461828638333333 0.443668553958333 -0.0551792491979167 0.120307181435417 0.0908010914875 0.1603156019375 0.2409500275 0.0755625986833333 -0.16005133040625 -0.390632564375 -0.111258530333333 -0.156060590995833 -0.789166373333333 -0.838663185208333 -0.65173714 -0.89926318375 -0.158383499715833 -0.358913722691667 -0.58211662875 0.570312958541667 -0.924731181875 -0.93103448 -0.887409655625 -0.860918443333333 -0.951417535416667 -0.928376346666667 -0.894971178541667 -0.880921031666667
3 "LAYING" -0.0189556785048387 0.224701632270968 0.174463355337097 -0.999540547903226 -0.974804906935484 -0.972624411129032 -0.968752113709677 -0.989451442580645 -0.907373825322581 -0.885214953548387 -0.999792056774194 -0.998577420322581 -0.984278251290323 -0.982568158064516 -0.982288811774194 -0.983747393225806 -0.990279437096774 -0.984278251290323 0.0361586766806452 -0.0878935330806452 0.148823112885484 0.168213938564516 -0.0545893710048387 0.149083083880645 0.179611351093226 -0.192290634539355 0.227116540862903 -0.426328399048387 0.443385473983871 -0.460296484129032 0.00200250983870968 0.0918653258387097 -0.964472389354839 -0.858554759032258 -0.320137634956452 -0.36863130845 -0.438123050925323 0.111839253698387 -0.979229599193548 0.9809461 -0.0253979531354839 -0.0703087127225806 0.138941270206226 0.232419056725806 0.178063604806452 0.131983898241935 -0.964772261290323 -0.986555007741935 -0.971065409032258 -0.962404397580645 -0.987566249516129 -0.983148220967742 -0.998743341612903 -0.999456274032258 -0.976919356290323 -0.974964066612903 -0.97872038 -0.94571753516129 -0.875130072193548 -0.820912124193548 -0.999799273064516 -0.999707432419355 -0.999830309677419 -0.999699208225806 -0.999532461612903 -0.998986652580645
3 "SITTING" -0.00350299841730769 0.166317179476923 -0.0252654694001654 -0.998694189038462 -0.962482327307692 -0.963968909038462 -0.954170151346154 -0.990906620961538 -0.839982254576923 -0.842726611153846 -0.999359095192308 -0.99724035 -0.977898105576923 -0.976689802692308 -0.975381035 -0.978624738076923 -0.989509756730769 -0.977898105576923 -0.0119228048076923 0.0343247986057692 0.0399420134903846 0.0146036657807692 -0.00303842576730769 0.122169963867308 0.502278149642308 -0.503783918980769 0.518639649648077 -0.598209792711538 0.605145970596154 -0.611648394269231 -0.0254554228692308 0.0556650083192308 -0.928617656538462 -0.855489430769231 -0.468039400884615 -0.326767168288462 -0.229382182941538 0.0013854166673077 -0.968779975576923 0.972712322692308 0.0516912108403846 0.0999631319596154 0.227930084728846 0.0893185593480769 0.157469438861538 0.138162433163462 -0.903513670884615 -0.974563535 -0.859072915192308 -0.840939254807692 -0.978523124423077 -0.948121756923077 -0.996946800961538 -0.998825406346154 -0.969664688076923 -0.966123668653846 -0.973371173076923 -0.895944439134615 -0.869727046423077 -0.972148541153846 -0.998216743076923 -0.996629825 -0.999635498269231 -0.999253983653846 -0.999153495384615 -0.998152331923077
3 "STANDING" -0.0143376555065574 0.0878024147721311 -0.0530049184360656 -0.999304704262295 -0.947826358032787 -0.942365621311475 -0.943497973606557 -0.984636564918033 -0.766632704918033 -0.840108027213115 -0.998220337868852 -0.997290452786885 -0.960331717868852 -0.957121510491803 -0.953831591803279 -0.961081360655738 -0.978681741311475 -0.960331717868852 0.077513953895082 -0.0577641980409836 0.148838836581967 -0.0707324539916393 -0.00619286413770492 0.14852447402623 0.564082295852459 -0.574944247606557 0.597658647311475 -0.54717363552459 0.557155425 -0.566836806590164 0.0568411191234426 -0.0209730964540984 -0.918516416557377 -0.79700041 -0.113378445113115 -0.129129102690164 -0.408651397508197 -0.0158654961770492 -0.944734653278689 0.943122707213115 -0.225052532360656 -0.030257514147541 0.101107497383607 0.0597655522229508 0.143092578063934 0.0288755466098361 -0.928318585737705 -0.979901636229508 -0.918112627377049 -0.889488629498361 -0.982438976721312 -0.975999420491803 -0.99641842704918 -0.998971604918033 -0.950152603606557 -0.959050719344262 -0.969864394098361 -0.784079752295082 -0.916446323606557 -0.914075749016393 -0.999135362622951 -0.998597107704918 -0.999057753606557 -0.99856313704918 -0.997215060655738 -0.997360803114754
3 "WALKING" -0.0171767844203448 0.380663653706897 -0.122622286691379 -0.955984194482759 -0.448055851034483 -0.0917431997896552 -0.140508590224138 -0.80459183637931 0.582078941724138 -0.668412685689655 -0.820541670172414 -0.720522639137931 -0.607751646034483 -0.549087007931034 -0.573966543103448 -0.525461264137931 -0.784261439310345 -0.607751646034483 0.267903748034483 -0.0214395103275862 -0.0269880285965517 -0.135311724415517 0.178072640022414 0.181518108865517 0.0340333739965517 -0.109971763401724 0.209848734741379 -0.21566818167931 0.25293391637931 -0.288777633568966 0.257499116644828 0.035567230122069 -0.506631363275862 -0.513758611551724 0.159497818681034 0.0692421889732759 0.116839376274138 0.00185472517586207 -0.582243504827586 0.440503282241379 -0.138695778951207 0.22139552572931 0.328975956551724 0.0451742400275862 0.223004744367241 0.161343882615517 -0.359449600344828 -0.479195141724138 -0.334496654482759 -0.558575451724138 -0.756000377965517 -0.860384336551724 -0.53122283362069 -0.882637964655172 -0.227104157862069 -0.373804203586207 -0.587851307931034 0.544696197413793 -0.472747495465517 -0.749108203810345 -0.896256159310345 -0.943035292068966 -0.980424252413793 -0.956305379827586 -0.968465084137931 -0.947039314137931
3 "WALKING_DOWNSTAIRS" -0.0193554079328571 0.177928617440816 -0.238833772591837 -0.94765593122449 -0.19118467744898 -0.0545422562244898 -0.135938542632653 -0.743757725918367 0.601211997959184 -0.852817586326531 -0.657848237959184 -0.712102037346939 -0.576277199387755 -0.624910820612245 -0.576208117346939 -0.666503482857143 -0.771434107142857 -0.576277199387755 0.23018881044898 -0.14436724614551 0.211645312097959 -0.165453346653061 0.206349488714286 0.0215012397714286 0.241967715122449 -0.320558442795918 0.419464572040816 -0.417297189591837 0.439208867959184 -0.46046170755102 0.156339311589796 -0.046325708877551 -0.467151655918367 -0.297997516522449 0.0865180438979592 0.297469299571429 -0.302539176204082 -0.0257552263561225 -0.314655520244898 0.359866768122449 -0.306235819979592 0.278609391140816 0.0637983004897959 0.0433164800204082 0.270209402734694 0.015882694255102 -0.347029215714286 -0.184213235610204 -0.404066942530612 -0.478168549795918 -0.558689185183673 -0.88643293755102 -0.579770424473469 -0.900991205918367 0.0272411274122449 -0.299760203122449 -0.574036602040816 0.680215928163265 -0.876234363877551 -0.573539760612245 -0.851423242244898 -0.874438149387755 -0.966947427959184 -0.949568635714286 -0.950852058367347 -0.919015861020408
3 "WALKING_UPSTAIRS" -0.0324109410555932 0.0760247782762712 -0.41054344559322 -0.980826793050847 -0.451503358474576 -0.427003477457627 -0.283772547471017 -0.80215119779661 0.490014385762712 -0.853597353898305 -0.860368078983051 -0.832311452542373 -0.716877778644068 -0.740033436271186 -0.712722032033898 -0.760104533050847 -0.82307702559322 -0.716877778644068 0.348210933242373 -0.258840026801695 0.267598504237288 -0.354524142084746 0.329016225991525 -0.0863562833930508 0.487067986440678 -0.542616946101695 0.611976713389831 -0.648692865254237 0.667940969661017 -0.686510930508475 0.152713149864407 -0.0828487397610169 -0.51871695220339 -0.328595692542373 0.165594739886102 0.165081746637288 -0.187938345915254 -0.251867039033898 -0.562887891186441 0.515997571525424 -0.295039168898305 0.238743189322034 0.158261101247458 0.0335533578644068 0.256343940435593 0.0854287470525424 -0.41521561779661 -0.315904589779661 -0.170981118152542 -0.339673845372881 -0.805419433898305 -0.906048286440678 -0.707204089661017 -0.952967395423729 -0.444366368983051 -0.418590477067797 -0.701731836779661 0.399302643050847 -0.928922907966102 -0.754529515423729 -0.930887985762712 -0.93973207559322 -0.987044060338983 -0.979704391525424 -0.976562074237288 -0.956501176440678
4 "LAYING" -0.0150031841055556 0.344625065592593 0.225664213703704 -0.999194724444444 -0.97668031537037 -0.959338719444444 -0.943969987222222 -0.990776493888889 -0.82943576187037 -0.868617810185185 -0.999671929074074 -0.992820777222222 -0.983609073333333 -0.982543631666667 -0.983198737222222 -0.982672399074074 -0.987039551666667 -0.983609073333333 0.00859883066851852 -0.0674723227 0.0104105361851852 0.256938767568519 -0.064656571037037 0.196260098640741 0.00485365262962963 -0.0132561619740741 0.048060766237037 -0.354891381888889 0.362353206574074 -0.369280980351852 0.123033531822222 0.0518435184592593 -0.962857106851852 -0.851204999814815 -0.321017680537037 -0.23049902750963 -0.582708594244444 0.417635467035185 -0.980874906666667 0.97445176037037 0.130118796222222 0.016961774462963 0.22757342507037 0.0846508411685185 0.0956809201592593 0.031991036217037 -0.965989206111111 -0.951763940185185 -0.955439338703704 -0.956364247037037 -0.949718268462963 -0.985459387777778 -0.993961058888889 -0.99904867462963 -0.976995667222222 -0.953759795555556 -0.976578882962963 -0.912541569074074 -0.979689366481482 -0.961685823518519 -0.998512708888889 -0.999290189074074 -0.999793619444444 -0.999716979814815 -0.999244921851852 -0.998665371296296
4 "SITTING" -0.007163065158 0.2109574910548 -0.012637971278 -0.9992454226 -0.9552026972 -0.9597871674 -0.9442983908 -0.9871977796 -0.7887867384 -0.8861299252 -0.9997232848 -0.9968284404 -0.9765477634 -0.9762617538 -0.9753871156 -0.9769814822 -0.9812590948 -0.9765477634 -0.014838705856 0.036818621426 0.000903663342000001 0.029143967634 0.03344180036 0.0558882549658 0.409304990438 -0.411258493294 0.42904919958 -0.57490787634 0.57988960226 -0.58444990032 0.028185932966 0.010781700974 -0.9361428026 -0.8644742466 -0.43584934564 -0.29117890736 -0.17124696842 0.0947502145976 -0.959903384 0.96158183 0.11555829738 0.087874371215216 0.232191588508 0.057348587504 0.127212180022 0.00728028269 -0.9446975876 -0.9847222174 -0.90067903002 -0.91180685976 -0.982966803 -0.9737382714 -0.9967073802 -0.9992924136 -0.9731177252 -0.9555476536 -0.9748891004 -0.8996072532 -0.9225806442 -0.9448275858 -0.9985756822 -0.9983255916 -0.9998857422 -0.9997571068 -0.9994358594 -0.9989214688
